topic,doc_ID,p,doc,Sub,Date
6,6,0.03731343283582089,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
7,6,0.01492537313432835,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
8,6,0.01492537313432835,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
9,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
1,7,0.07692307692307693,10153cj,ProstateCancer,2023-01-02T17:06:54Z
2,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
3,7,0.07692307692307693,10153cj,ProstateCancer,2023-01-02T17:06:54Z
4,7,0.3076923076923077,10153cj,ProstateCancer,2023-01-02T17:06:54Z
5,7,0.2692307692307692,10153cj,ProstateCancer,2023-01-02T17:06:54Z
6,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
7,7,0.19230769230769232,10153cj,ProstateCancer,2023-01-02T17:06:54Z
8,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
9,7,0.07692307692307693,10153cj,ProstateCancer,2023-01-02T17:06:54Z
1,8,0.2857142857142857,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
2,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
3,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
4,8,0.14285714285714285,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
5,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
6,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
7,8,0.2857142857142857,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
8,8,0.2857142857142857,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
9,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
1,9,0.0975609756097561,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
2,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
3,9,0.2195121951219512,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
4,9,0.4634146341463415,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
5,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
6,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
7,9,0.0975609756097561,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
8,9,0.07317073170731707,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
9,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
1,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
2,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
3,10,0.2307692307692308,101q29r,ProstateCancer,2023-01-03T09:38:11Z
4,10,0.38461538461538464,101q29r,ProstateCancer,2023-01-03T09:38:11Z
5,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
6,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
7,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
8,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
9,10,0.15384615384615383,101q29r,ProstateCancer,2023-01-03T09:38:11Z
1,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
2,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
3,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
4,11,0.8571428571428571,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
5,11,0.14285714285714285,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
6,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
7,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
8,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
9,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
1,12,0,102e0km,ProstateCancer,2023-01-04T04:34:26Z
2,12,0,102e0km,ProstateCancer,2023-01-04T04:34:26Z
3,12,0.14634146341463414,102e0km,ProstateCancer,2023-01-04T04:34:26Z
4,12,0.2926829268292683,102e0km,ProstateCancer,2023-01-04T04:34:26Z
5,12,0.1951219512195122,102e0km,ProstateCancer,2023-01-04T04:34:26Z
6,12,0.0975609756097561,102e0km,ProstateCancer,2023-01-04T04:34:26Z
7,12,0.2195121951219512,102e0km,ProstateCancer,2023-01-04T04:34:26Z
8,12,0.02439024390243902,102e0km,ProstateCancer,2023-01-04T04:34:26Z
9,12,0.02439024390243902,102e0km,ProstateCancer,2023-01-04T04:34:26Z
1,13,0.12987012987012986,102f95n,ProstateCancer,2023-01-04T05:21:55Z
2,13,0.01298701298701298,102f95n,ProstateCancer,2023-01-04T05:21:55Z
3,13,0.2727272727272727,102f95n,ProstateCancer,2023-01-04T05:21:55Z
4,13,0.4155844155844156,102f95n,ProstateCancer,2023-01-04T05:21:55Z
5,13,0.01298701298701298,102f95n,ProstateCancer,2023-01-04T05:21:55Z
6,13,0.02597402597402597,102f95n,ProstateCancer,2023-01-04T05:21:55Z
7,13,0.09090909090909093,102f95n,ProstateCancer,2023-01-04T05:21:55Z
8,13,0.02597402597402597,102f95n,ProstateCancer,2023-01-04T05:21:55Z
9,13,0.01298701298701298,102f95n,ProstateCancer,2023-01-04T05:21:55Z
1,14,0.24444444444444444,1034uti,ProstateCancer,2023-01-05T01:23:02Z
2,14,0.03333333333333333,1034uti,ProstateCancer,2023-01-05T01:23:02Z
3,14,0.06666666666666667,1034uti,ProstateCancer,2023-01-05T01:23:02Z
4,14,0.2111111111111111,1034uti,ProstateCancer,2023-01-05T01:23:02Z
5,14,0,1034uti,ProstateCancer,2023-01-05T01:23:02Z
6,14,0.02222222222222222,1034uti,ProstateCancer,2023-01-05T01:23:02Z
7,14,0.13333333333333333,1034uti,ProstateCancer,2023-01-05T01:23:02Z
8,14,0.12222222222222222,1034uti,ProstateCancer,2023-01-05T01:23:02Z
9,14,0.16666666666666666,1034uti,ProstateCancer,2023-01-05T01:23:02Z
1,15,0.21428571428571427,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
2,15,0,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
3,15,0.07142857142857142,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
4,15,0.7142857142857143,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
5,15,0,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
6,15,0,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
7,15,0,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
8,15,0,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
9,15,0,1035bm6,ProstateCancer,2023-01-05T01:44:39Z
1,16,0.3947368421052632,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
2,16,0,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
3,16,0.13157894736842105,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
4,16,0.3157894736842105,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
5,16,0,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
6,16,0.07894736842105263,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
7,16,0,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
8,16,0.07894736842105263,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
9,16,0,103kmxe,ProstateCancer,2023-01-05T11:47:21Z
1,17,0.0588235294117647,103ngli,ProstateCancer,2023-01-05T13:53:10Z
2,17,0,103ngli,ProstateCancer,2023-01-05T13:53:10Z
3,17,0,103ngli,ProstateCancer,2023-01-05T13:53:10Z
4,17,0.2352941176470588,103ngli,ProstateCancer,2023-01-05T13:53:10Z
5,17,0.4117647058823529,103ngli,ProstateCancer,2023-01-05T13:53:10Z
6,17,0,103ngli,ProstateCancer,2023-01-05T13:53:10Z
7,17,0.0588235294117647,103ngli,ProstateCancer,2023-01-05T13:53:10Z
8,17,0.0588235294117647,103ngli,ProstateCancer,2023-01-05T13:53:10Z
9,17,0.17647058823529413,103ngli,ProstateCancer,2023-01-05T13:53:10Z
1,18,0.34210526315789475,103obbs,ProstateCancer,2023-01-05T14:32:29Z
2,18,0.07894736842105263,103obbs,ProstateCancer,2023-01-05T14:32:29Z
3,18,0.05263157894736842,103obbs,ProstateCancer,2023-01-05T14:32:29Z
4,18,0.3157894736842105,103obbs,ProstateCancer,2023-01-05T14:32:29Z
5,18,0,103obbs,ProstateCancer,2023-01-05T14:32:29Z
6,18,0,103obbs,ProstateCancer,2023-01-05T14:32:29Z
7,18,0,103obbs,ProstateCancer,2023-01-05T14:32:29Z
8,18,0.05263157894736842,103obbs,ProstateCancer,2023-01-05T14:32:29Z
9,18,0.15789473684210523,103obbs,ProstateCancer,2023-01-05T14:32:29Z
1,19,0,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
2,19,0,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
3,19,0.07692307692307693,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
4,19,0.38461538461538464,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
5,19,0,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
6,19,0,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
7,19,0.15384615384615383,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
8,19,0.07692307692307693,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
9,19,0.3076923076923077,103xvlf,ProstateCancer,2023-01-05T23:34:17Z
1,20,0.26666666666666666,1049td1,ProstateCancer,2023-01-06T07:52:42Z
2,20,0,1049td1,ProstateCancer,2023-01-06T07:52:42Z
3,20,0.03333333333333333,1049td1,ProstateCancer,2023-01-06T07:52:42Z
4,20,0.5,1049td1,ProstateCancer,2023-01-06T07:52:42Z
5,20,0.03333333333333333,1049td1,ProstateCancer,2023-01-06T07:52:42Z
6,20,0,1049td1,ProstateCancer,2023-01-06T07:52:42Z
7,20,0.06666666666666667,1049td1,ProstateCancer,2023-01-06T07:52:42Z
8,20,0.03333333333333333,1049td1,ProstateCancer,2023-01-06T07:52:42Z
9,20,0.06666666666666667,1049td1,ProstateCancer,2023-01-06T07:52:42Z
1,21,0.5555555555555556,104cujt,ProstateCancer,2023-01-06T09:48:17Z
2,21,0,104cujt,ProstateCancer,2023-01-06T09:48:17Z
3,21,0.1111111111111111,104cujt,ProstateCancer,2023-01-06T09:48:17Z
4,21,0.2222222222222222,104cujt,ProstateCancer,2023-01-06T09:48:17Z
5,21,0,104cujt,ProstateCancer,2023-01-06T09:48:17Z
6,21,0,104cujt,ProstateCancer,2023-01-06T09:48:17Z
7,21,0,104cujt,ProstateCancer,2023-01-06T09:48:17Z
8,21,0,104cujt,ProstateCancer,2023-01-06T09:48:17Z
9,21,0.1111111111111111,104cujt,ProstateCancer,2023-01-06T09:48:17Z
1,22,0.24444444444444444,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
2,22,0,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
3,22,0.1111111111111111,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
4,22,0.5111111111111111,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
5,22,0,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
6,22,0.02222222222222222,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
7,22,0.06666666666666667,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
8,22,0.02222222222222222,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
9,22,0.02222222222222222,104g1dm,ProstateCancer,2023-01-06T11:58:06Z
1,23,0,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
2,23,0,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
3,23,0,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
4,23,0.3333333333333333,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
5,23,0.2222222222222222,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
6,23,0.2222222222222222,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
7,23,0.1111111111111111,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
8,23,0,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
9,23,0.1111111111111111,104u7x2,ProstateCancer,2023-01-07T00:29:07Z
1,24,0.08571428571428572,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
2,24,0,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
3,24,0.2571428571428571,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
4,24,0.14285714285714285,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
5,24,0,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
6,24,0.45714285714285713,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
7,24,0,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
8,24,0,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
9,24,0.05714285714285714,1053ef3,ProstateCancer,2023-01-07T06:42:48Z
1,25,0.2,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
2,25,0,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
3,25,0.1,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
4,25,0.1,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
5,25,0.1,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
6,25,0.4,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
7,25,0,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
8,25,0.1,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
9,25,0,1056j6l,ProstateCancer,2023-01-07T08:45:56Z
1,26,0.30303030303030304,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
2,26,0,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
3,26,0.24242424242424243,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
4,26,0.30303030303030304,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
5,26,0,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
6,26,0,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
7,26,0.06060606060606061,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
8,26,0.06060606060606061,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
9,26,0.0303030303030303,105d0q0,ProstateCancer,2023-01-07T13:16:38Z
1,27,0.03571428571428571,105egc6,ProstateCancer,2023-01-07T14:25:22Z
2,27,0,105egc6,ProstateCancer,2023-01-07T14:25:22Z
3,27,0.14285714285714285,105egc6,ProstateCancer,2023-01-07T14:25:22Z
4,27,0.2857142857142857,105egc6,ProstateCancer,2023-01-07T14:25:22Z
5,27,0.35714285714285715,105egc6,ProstateCancer,2023-01-07T14:25:22Z
6,27,0,105egc6,ProstateCancer,2023-01-07T14:25:22Z
7,27,0.03571428571428571,105egc6,ProstateCancer,2023-01-07T14:25:22Z
8,27,0.03571428571428571,105egc6,ProstateCancer,2023-01-07T14:25:22Z
9,27,0.10714285714285714,105egc6,ProstateCancer,2023-01-07T14:25:22Z
1,28,0.2,105emh6,ProstateCancer,2023-01-07T14:33:51Z
2,28,0,105emh6,ProstateCancer,2023-01-07T14:33:51Z
3,28,0.2,105emh6,ProstateCancer,2023-01-07T14:33:51Z
4,28,0.2,105emh6,ProstateCancer,2023-01-07T14:33:51Z
5,28,0,105emh6,ProstateCancer,2023-01-07T14:33:51Z
6,28,0,105emh6,ProstateCancer,2023-01-07T14:33:51Z
7,28,0,105emh6,ProstateCancer,2023-01-07T14:33:51Z
8,28,0.4,105emh6,ProstateCancer,2023-01-07T14:33:51Z
9,28,0,105emh6,ProstateCancer,2023-01-07T14:33:51Z
1,29,0.01162790697674418,105lp13,ProstateCancer,2023-01-07T21:13:08Z
2,29,0,105lp13,ProstateCancer,2023-01-07T21:13:08Z
3,29,0.32558139534883723,105lp13,ProstateCancer,2023-01-07T21:13:08Z
4,29,0.18604651162790695,105lp13,ProstateCancer,2023-01-07T21:13:08Z
5,29,0.16279069767441862,105lp13,ProstateCancer,2023-01-07T21:13:08Z
6,29,0.06976744186046512,105lp13,ProstateCancer,2023-01-07T21:13:08Z
7,29,0.16279069767441862,105lp13,ProstateCancer,2023-01-07T21:13:08Z
8,29,0.02325581395348837,105lp13,ProstateCancer,2023-01-07T21:13:08Z
9,29,0.05813953488372093,105lp13,ProstateCancer,2023-01-07T21:13:08Z
1,30,0,105tpex,ProstateCancer,2023-01-08T03:57:38Z
2,30,0.02631578947368421,105tpex,ProstateCancer,2023-01-08T03:57:38Z
3,30,0.7894736842105263,105tpex,ProstateCancer,2023-01-08T03:57:38Z
4,30,0.07894736842105263,105tpex,ProstateCancer,2023-01-08T03:57:38Z
5,30,0,105tpex,ProstateCancer,2023-01-08T03:57:38Z
6,30,0.02631578947368421,105tpex,ProstateCancer,2023-01-08T03:57:38Z
7,30,0.02631578947368421,105tpex,ProstateCancer,2023-01-08T03:57:38Z
8,30,0.05263157894736842,105tpex,ProstateCancer,2023-01-08T03:57:38Z
9,30,0,105tpex,ProstateCancer,2023-01-08T03:57:38Z
1,31,0.09375,105wywd,ProstateCancer,2023-01-08T06:12:59Z
2,31,0,105wywd,ProstateCancer,2023-01-08T06:12:59Z
3,31,0.375,105wywd,ProstateCancer,2023-01-08T06:12:59Z
4,31,0.21875,105wywd,ProstateCancer,2023-01-08T06:12:59Z
5,31,0.09375,105wywd,ProstateCancer,2023-01-08T06:12:59Z
6,31,0,105wywd,ProstateCancer,2023-01-08T06:12:59Z
7,31,0,105wywd,ProstateCancer,2023-01-08T06:12:59Z
8,31,0,105wywd,ProstateCancer,2023-01-08T06:12:59Z
9,31,0.21875,105wywd,ProstateCancer,2023-01-08T06:12:59Z
1,32,0.14583333333333334,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
2,32,0.04166666666666666,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
3,32,0.125,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
4,32,0.16666666666666666,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
5,32,0.08333333333333333,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
6,32,0.02083333333333333,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
7,32,0.04166666666666666,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
8,32,0.3333333333333333,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
9,32,0.04166666666666666,1060f1g,ProstateCancer,2023-01-08T08:36:54Z
1,33,0.07508532423208192,10631hw,ProstateCancer,2023-01-08T10:25:47Z
2,33,0.0204778156996587,10631hw,ProstateCancer,2023-01-08T10:25:47Z
3,33,0.10921501706484642,10631hw,ProstateCancer,2023-01-08T10:25:47Z
4,33,0.21160409556313992,10631hw,ProstateCancer,2023-01-08T10:25:47Z
5,33,0.1228668941979522,10631hw,ProstateCancer,2023-01-08T10:25:47Z
6,33,0.0204778156996587,10631hw,ProstateCancer,2023-01-08T10:25:47Z
7,33,0.16382252559726962,10631hw,ProstateCancer,2023-01-08T10:25:47Z
8,33,0.00341296928327645,10631hw,ProstateCancer,2023-01-08T10:25:47Z
9,33,0.27303754266211605,10631hw,ProstateCancer,2023-01-08T10:25:47Z
1,34,0.02325581395348837,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
2,34,0.02325581395348837,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
3,34,0.13953488372093023,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
4,34,0.3488372093023256,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
5,34,0.02325581395348837,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
6,34,0,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
7,34,0.20930232558139536,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
8,34,0.02325581395348837,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
9,34,0.20930232558139536,106kc6o,ProstateCancer,2023-01-09T01:19:52Z
1,35,0,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
2,35,0,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
3,35,0.3076923076923077,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
4,35,0.2307692307692308,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
5,35,0,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
6,35,0,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
7,35,0.15384615384615383,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
8,35,0.2307692307692308,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
9,35,0.07692307692307693,106u8uq,ProstateCancer,2023-01-09T08:04:43Z
1,36,0.6041666666666666,10754w7,ProstateCancer,2023-01-09T15:55:07Z
2,36,0,10754w7,ProstateCancer,2023-01-09T15:55:07Z
3,36,0.04166666666666666,10754w7,ProstateCancer,2023-01-09T15:55:07Z
4,36,0.25,10754w7,ProstateCancer,2023-01-09T15:55:07Z
5,36,0.04166666666666666,10754w7,ProstateCancer,2023-01-09T15:55:07Z
6,36,0,10754w7,ProstateCancer,2023-01-09T15:55:07Z
7,36,0,10754w7,ProstateCancer,2023-01-09T15:55:07Z
8,36,0,10754w7,ProstateCancer,2023-01-09T15:55:07Z
9,36,0.0625,10754w7,ProstateCancer,2023-01-09T15:55:07Z
1,37,0.09649122807017543,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
2,37,0.0175438596491228,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
3,37,0.13157894736842105,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
4,37,0.12280701754385964,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
5,37,0.09649122807017543,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
6,37,0.02631578947368421,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
7,37,0.19298245614035087,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
8,37,0.0087719298245614,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
9,37,0.30701754385964913,107kp5d,ProstateCancer,2023-01-10T04:45:53Z
1,38,0,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
2,38,0,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
3,38,0.0588235294117647,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
4,38,0.1176470588235294,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
5,38,0.5882352941176471,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
6,38,0,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
7,38,0.17647058823529413,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
8,38,0,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
9,38,0.0588235294117647,107mwbk,ProstateCancer,2023-01-10T06:08:53Z
1,39,0.1914893617021277,107rnir,ProstateCancer,2023-01-10T09:06:21Z
2,39,0,107rnir,ProstateCancer,2023-01-10T09:06:21Z
3,39,0,107rnir,ProstateCancer,2023-01-10T09:06:21Z
4,39,0.44680851063829785,107rnir,ProstateCancer,2023-01-10T09:06:21Z
5,39,0.06382978723404255,107rnir,ProstateCancer,2023-01-10T09:06:21Z
6,39,0,107rnir,ProstateCancer,2023-01-10T09:06:21Z
7,39,0.06382978723404255,107rnir,ProstateCancer,2023-01-10T09:06:21Z
8,39,0,107rnir,ProstateCancer,2023-01-10T09:06:21Z
9,39,0.23404255319148937,107rnir,ProstateCancer,2023-01-10T09:06:21Z
1,40,0.3655913978494624,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
2,40,0.05376344086021505,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
3,40,0.07526881720430108,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
4,40,0.26881720430107525,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
5,40,0,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
6,40,0.06451612903225806,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
7,40,0.11827956989247312,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
8,40,0.04301075268817204,107sn3q,ProstateCancer,2023-01-10T09:43:15Z
