topic,doc_ID,p,doc,Sub,Date
12,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
13,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
14,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
15,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
16,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
17,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
18,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
19,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
20,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
21,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
22,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
23,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
24,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
25,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
26,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
27,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
28,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
29,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
30,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
31,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
32,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
33,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
34,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
35,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
36,2,0,100dg4z,ProstateCancer,2023-01-01T17:17:43Z
1,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
2,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
3,3,0.05,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
4,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
5,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
6,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
7,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
8,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
9,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
10,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
11,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
12,3,0.25,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
13,3,0.075,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
14,3,0.1,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
15,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
16,3,0.075,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
17,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
18,3,0.075,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
19,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
20,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
21,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
22,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
23,3,0.05,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
24,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
25,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
26,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
27,3,0.025,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
28,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
29,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
30,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
31,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
32,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
33,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
34,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
35,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
36,3,0,100dq6c,ProstateCancer,2023-01-01T17:36:44Z
1,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
2,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
3,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
4,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
5,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
6,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
7,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
8,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
9,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
10,4,0.3055555555555556,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
11,4,0.1111111111111111,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
12,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
13,4,0.1111111111111111,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
14,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
15,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
16,4,0.05555555555555555,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
17,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
18,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
19,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
20,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
21,4,0.05555555555555555,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
22,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
23,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
24,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
25,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
26,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
27,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
28,4,0.05555555555555555,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
29,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
30,4,0.02777777777777777,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
31,4,0.05555555555555555,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
32,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
33,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
34,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
35,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
36,4,0,100nu2a,ProstateCancer,2023-01-02T04:01:30Z
1,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
2,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
3,5,0.04166666666666666,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
4,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
5,5,0.08333333333333333,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
6,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
7,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
8,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
9,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
10,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
11,5,0.04166666666666666,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
12,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
13,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
14,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
15,5,0.4166666666666667,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
16,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
17,5,0.04166666666666666,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
18,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
19,5,0.16666666666666666,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
20,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
21,5,0.04166666666666666,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
22,5,0.04166666666666666,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
23,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
24,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
25,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
26,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
27,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
28,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
29,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
30,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
31,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
32,5,0.125,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
33,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
34,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
35,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
36,5,0,100u9uw,ProstateCancer,2023-01-02T08:40:38Z
1,6,0.02238805970149253,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
2,6,0.06716417910447761,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
3,6,0.03731343283582089,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
4,6,0.3955223880597014,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
5,6,0.00373134328358208,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
6,6,0.05970149253731343,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
7,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
8,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
9,6,0.02238805970149253,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
10,6,0.01492537313432835,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
11,6,0.01865671641791044,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
12,6,0.00373134328358208,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
13,6,0.02238805970149253,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
14,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
15,6,0.01119402985074626,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
16,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
17,6,0.01492537313432835,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
18,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
19,6,0.02238805970149253,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
20,6,0.06343283582089553,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
21,6,0.00746268656716417,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
22,6,0.00746268656716417,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
23,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
24,6,0.01119402985074626,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
25,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
26,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
27,6,0.01119402985074626,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
28,6,0,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
29,6,0.01492537313432835,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
30,6,0.04477611940298507,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
31,6,0.00373134328358208,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
32,6,0.01119402985074626,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
33,6,0.0708955223880597,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
34,6,0.02985074626865671,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
35,6,0.00373134328358208,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
36,6,0.00373134328358208,1012gb0,ProstateCancer,2023-01-02T14:49:17Z
1,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
2,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
3,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
4,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
5,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
6,7,0.03846153846153846,10153cj,ProstateCancer,2023-01-02T17:06:54Z
7,7,0.2692307692307692,10153cj,ProstateCancer,2023-01-02T17:06:54Z
8,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
9,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
10,7,0.19230769230769232,10153cj,ProstateCancer,2023-01-02T17:06:54Z
11,7,0.07692307692307693,10153cj,ProstateCancer,2023-01-02T17:06:54Z
12,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
13,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
14,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
15,7,0.15384615384615383,10153cj,ProstateCancer,2023-01-02T17:06:54Z
16,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
17,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
18,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
19,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
20,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
21,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
22,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
23,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
24,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
25,7,0.03846153846153846,10153cj,ProstateCancer,2023-01-02T17:06:54Z
26,7,0.03846153846153846,10153cj,ProstateCancer,2023-01-02T17:06:54Z
27,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
28,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
29,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
30,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
31,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
32,7,0.03846153846153846,10153cj,ProstateCancer,2023-01-02T17:06:54Z
33,7,0.15384615384615383,10153cj,ProstateCancer,2023-01-02T17:06:54Z
34,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
35,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
36,7,0,10153cj,ProstateCancer,2023-01-02T17:06:54Z
1,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
2,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
3,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
4,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
5,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
6,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
7,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
8,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
9,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
10,8,0.2857142857142857,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
11,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
12,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
13,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
14,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
15,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
16,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
17,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
18,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
19,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
20,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
21,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
22,8,0.14285714285714285,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
23,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
24,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
25,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
26,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
27,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
28,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
29,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
30,8,0.14285714285714285,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
31,8,0.2857142857142857,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
32,8,0.14285714285714285,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
33,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
34,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
35,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
36,8,0,101n3dt,ProstateCancer,2023-01-03T07:42:52Z
1,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
2,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
3,9,0.0975609756097561,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
4,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
5,9,0.04878048780487805,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
6,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
7,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
8,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
9,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
10,9,0.0975609756097561,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
11,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
12,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
13,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
14,9,0.04878048780487805,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
15,9,0.0975609756097561,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
16,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
17,9,0.07317073170731707,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
18,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
19,9,0.04878048780487805,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
20,9,0.1951219512195122,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
21,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
22,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
23,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
24,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
25,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
26,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
27,9,0.02439024390243902,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
28,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
29,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
30,9,0.04878048780487805,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
31,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
32,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
33,9,0.0975609756097561,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
34,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
35,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
36,9,0,101nrwr,ProstateCancer,2023-01-03T08:09:12Z
1,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
2,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
3,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
4,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
5,10,0.2307692307692308,101q29r,ProstateCancer,2023-01-03T09:38:11Z
6,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
7,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
8,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
9,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
10,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
11,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
12,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
13,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
14,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
15,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
16,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
17,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
18,10,0.15384615384615383,101q29r,ProstateCancer,2023-01-03T09:38:11Z
19,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
20,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
21,10,0.15384615384615383,101q29r,ProstateCancer,2023-01-03T09:38:11Z
22,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
23,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
24,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
25,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
26,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
27,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
28,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
29,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
30,10,0.07692307692307693,101q29r,ProstateCancer,2023-01-03T09:38:11Z
31,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
32,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
33,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
34,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
35,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
36,10,0,101q29r,ProstateCancer,2023-01-03T09:38:11Z
1,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
2,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
3,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
4,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
5,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
6,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
7,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
8,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
9,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
10,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
11,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
12,11,0.14285714285714285,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
13,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
14,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
15,11,0.5714285714285714,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
16,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
17,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
18,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
19,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
20,11,0,101r5v5,ProstateCancer,2023-01-03T10:21:54Z
