topic,doc_ID,p,doc,Sub,Date
2,61,0.14285714285714285,10b1tkt,ProstateCancer,2023-01-14T05:35:12Z
1,62,0.8378378378378378,10bc8t3,ProstateCancer,2023-01-14T12:53:43Z
2,62,0.16216216216216217,10bc8t3,ProstateCancer,2023-01-14T12:53:43Z
1,63,0.5945945945945946,10bdm1u,ProstateCancer,2023-01-14T13:59:40Z
2,63,0.40540540540540543,10bdm1u,ProstateCancer,2023-01-14T13:59:40Z
1,64,0.7101449275362319,10bmsq9,ProstateCancer,2023-01-14T22:57:51Z
2,64,0.2898550724637681,10bmsq9,ProstateCancer,2023-01-14T22:57:51Z
1,65,0.38461538461538464,10bx8jr,ProstateCancer,2023-01-15T06:37:27Z
2,65,0.6153846153846154,10bx8jr,ProstateCancer,2023-01-15T06:37:27Z
1,66,0.7288135593220338,10c0h3p,ProstateCancer,2023-01-15T08:36:02Z
2,66,0.2711864406779661,10c0h3p,ProstateCancer,2023-01-15T08:36:02Z
1,67,0.5108695652173914,10cdixz,ProstateCancer,2023-01-15T18:17:06Z
2,67,0.4891304347826087,10cdixz,ProstateCancer,2023-01-15T18:17:06Z
1,68,0.9285714285714286,10cvm2i,ProstateCancer,2023-01-16T08:32:03Z
2,68,0.07142857142857142,10cvm2i,ProstateCancer,2023-01-16T08:32:03Z
1,69,0.7647058823529411,10czpn0,ProstateCancer,2023-01-16T11:19:24Z
2,69,0.2352941176470588,10czpn0,ProstateCancer,2023-01-16T11:19:24Z
1,70,0.7674418604651163,10dgt2x,ProstateCancer,2023-01-17T02:05:53Z
2,70,0.23255813953488372,10dgt2x,ProstateCancer,2023-01-17T02:05:53Z
1,71,0.7727272727272727,10e2jtf,ProstateCancer,2023-01-17T15:16:12Z
2,71,0.2272727272727273,10e2jtf,ProstateCancer,2023-01-17T15:16:12Z
1,72,0.8888888888888888,10e6bd7,ProstateCancer,2023-01-17T18:41:20Z
2,72,0.1111111111111111,10e6bd7,ProstateCancer,2023-01-17T18:41:20Z
1,73,0.4528301886792453,10en45w,ProstateCancer,2023-01-18T07:50:22Z
2,73,0.5471698113207547,10en45w,ProstateCancer,2023-01-18T07:50:22Z
1,74,0.9473684210526316,10eq3kc,ProstateCancer,2023-01-18T09:45:03Z
2,74,0.05263157894736842,10eq3kc,ProstateCancer,2023-01-18T09:45:03Z
1,75,0.8222222222222222,10eq9fw,ProstateCancer,2023-01-18T09:51:37Z
2,75,0.17777777777777778,10eq9fw,ProstateCancer,2023-01-18T09:51:37Z
1,76,0.56,10fao8h,ProstateCancer,2023-01-19T02:52:02Z
2,76,0.44,10fao8h,ProstateCancer,2023-01-19T02:52:02Z
1,77,0.6470588235294118,10fj0wu,ProstateCancer,2023-01-19T08:36:24Z
2,77,0.35294117647058826,10fj0wu,ProstateCancer,2023-01-19T08:36:24Z
1,78,0.5476190476190477,10fopr1,ProstateCancer,2023-01-19T12:30:48Z
2,78,0.4523809523809524,10fopr1,ProstateCancer,2023-01-19T12:30:48Z
1,79,0.5,10g4anf,ProstateCancer,2023-01-20T02:19:40Z
2,79,0.5,10g4anf,ProstateCancer,2023-01-20T02:19:40Z
1,80,0.813953488372093,10g85f8,ProstateCancer,2023-01-20T04:50:55Z
2,80,0.18604651162790695,10g85f8,ProstateCancer,2023-01-20T04:50:55Z
1,81,0.8352941176470589,10gopml,ProstateCancer,2023-01-20T16:37:47Z
2,81,0.16470588235294115,10gopml,ProstateCancer,2023-01-20T16:37:47Z
1,82,0.8085106382978723,10grwl7,ProstateCancer,2023-01-20T19:45:11Z
2,82,0.1914893617021277,10grwl7,ProstateCancer,2023-01-20T19:45:11Z
1,83,0.25,10gvt0d,ProstateCancer,2023-01-20T23:32:07Z
2,83,0.75,10gvt0d,ProstateCancer,2023-01-20T23:32:07Z
1,84,0.7368421052631579,10hebuv,ProstateCancer,2023-01-21T11:46:51Z
2,84,0.2631578947368421,10hebuv,ProstateCancer,2023-01-21T11:46:51Z
1,85,0.4496124031007752,10hi00r,ProstateCancer,2023-01-21T14:54:59Z
2,85,0.5503875968992248,10hi00r,ProstateCancer,2023-01-21T14:54:59Z
1,86,0.8974358974358975,10hx7wv,ProstateCancer,2023-01-22T05:00:10Z
2,86,0.10256410256410256,10hx7wv,ProstateCancer,2023-01-22T05:00:10Z
1,87,0.42857142857142855,10hzmgu,ProstateCancer,2023-01-22T06:40:30Z
2,87,0.5714285714285714,10hzmgu,ProstateCancer,2023-01-22T06:40:30Z
1,88,0.6307692307692307,10ie155,ProstateCancer,2023-01-22T18:33:17Z
2,88,0.3692307692307693,10ie155,ProstateCancer,2023-01-22T18:33:17Z
1,89,0.5833333333333334,10is3dm,ProstateCancer,2023-01-23T06:37:37Z
2,89,0.4166666666666667,10is3dm,ProstateCancer,2023-01-23T06:37:37Z
1,90,0.84,10iz913,ProstateCancer,2023-01-23T11:41:06Z
2,90,0.16,10iz913,ProstateCancer,2023-01-23T11:41:06Z
1,91,0.36507936507936506,10jkc2t,ProstateCancer,2023-01-24T05:58:59Z
2,91,0.6349206349206349,10jkc2t,ProstateCancer,2023-01-24T05:58:59Z
1,92,0.42857142857142855,10jsug8,ProstateCancer,2023-01-24T11:53:10Z
2,92,0.5714285714285714,10jsug8,ProstateCancer,2023-01-24T11:53:10Z
1,93,0.5185185185185185,10jy0fu,ProstateCancer,2023-01-24T16:20:26Z
2,93,0.48148148148148145,10jy0fu,ProstateCancer,2023-01-24T16:20:26Z
1,94,0.3333333333333333,10k2wug,ProstateCancer,2023-01-24T21:59:48Z
2,94,0.6666666666666666,10k2wug,ProstateCancer,2023-01-24T21:59:48Z
1,95,0.4545454545454546,10k9kin,ProstateCancer,2023-01-25T03:35:37Z
2,95,0.5454545454545454,10k9kin,ProstateCancer,2023-01-25T03:35:37Z
1,96,0.3181818181818182,10k9qlf,ProstateCancer,2023-01-25T03:42:55Z
2,96,0.6818181818181818,10k9qlf,ProstateCancer,2023-01-25T03:42:55Z
1,97,0.5294117647058824,10karx9,ProstateCancer,2023-01-25T04:26:24Z
2,97,0.4705882352941176,10karx9,ProstateCancer,2023-01-25T04:26:24Z
1,98,0.6956521739130435,10kcs5p,ProstateCancer,2023-01-25T05:46:31Z
2,98,0.30434782608695654,10kcs5p,ProstateCancer,2023-01-25T05:46:31Z
1,99,0.4583333333333333,10ke6it,ProstateCancer,2023-01-25T06:43:19Z
2,99,0.5416666666666666,10ke6it,ProstateCancer,2023-01-25T06:43:19Z
1,100,0.3448275862068966,10kegyn,ProstateCancer,2023-01-25T06:55:11Z
2,100,0.6551724137931034,10kegyn,ProstateCancer,2023-01-25T06:55:11Z
1,101,0.4375,10kkf47,ProstateCancer,2023-01-25T10:58:38Z
2,101,0.5625,10kkf47,ProstateCancer,2023-01-25T10:58:38Z
1,102,0.2307692307692308,10kmz5y,ProstateCancer,2023-01-25T12:56:34Z
2,102,0.7692307692307693,10kmz5y,ProstateCancer,2023-01-25T12:56:34Z
1,103,0.4050632911392405,10kow60,ProstateCancer,2023-01-25T14:30:08Z
2,103,0.5949367088607594,10kow60,ProstateCancer,2023-01-25T14:30:08Z
1,104,0.4716981132075472,10kq9zr,ProstateCancer,2023-01-25T15:42:28Z
2,104,0.5283018867924528,10kq9zr,ProstateCancer,2023-01-25T15:42:28Z
1,105,0.45,10kyo3a,ProstateCancer,2023-01-26T00:30:50Z
2,105,0.55,10kyo3a,ProstateCancer,2023-01-26T00:30:50Z
1,106,0.8,10kyrd8,ProstateCancer,2023-01-26T00:35:28Z
2,106,0.2,10kyrd8,ProstateCancer,2023-01-26T00:35:28Z
1,107,0.6666666666666666,10l4vnl,ProstateCancer,2023-01-26T04:56:03Z
2,107,0.3333333333333333,10l4vnl,ProstateCancer,2023-01-26T04:56:03Z
1,108,0.782051282051282,10l7z5r,ProstateCancer,2023-01-26T06:56:08Z
2,108,0.21794871794871795,10l7z5r,ProstateCancer,2023-01-26T06:56:08Z
1,109,0.38875878220140514,10l8wo3,ProstateCancer,2023-01-26T07:33:06Z
2,109,0.6112412177985949,10l8wo3,ProstateCancer,2023-01-26T07:33:06Z
1,110,0.4705882352941176,10lv56n,ProstateCancer,2023-01-27T02:59:51Z
2,110,0.5294117647058824,10lv56n,ProstateCancer,2023-01-27T02:59:51Z
1,111,0.8275862068965517,10m5asj,ProstateCancer,2023-01-27T10:01:25Z
2,111,0.1724137931034483,10m5asj,ProstateCancer,2023-01-27T10:01:25Z
1,112,0.7450980392156863,10m6ca5,ProstateCancer,2023-01-27T10:47:46Z
2,112,0.2549019607843137,10m6ca5,ProstateCancer,2023-01-27T10:47:46Z
1,113,0.2777777777777778,10md9ql,ProstateCancer,2023-01-27T16:34:45Z
2,113,0.7222222222222222,10md9ql,ProstateCancer,2023-01-27T16:34:45Z
1,114,0.5063291139240507,10mefpc,ProstateCancer,2023-01-27T17:44:37Z
2,114,0.4936708860759494,10mefpc,ProstateCancer,2023-01-27T17:44:37Z
1,115,0.7368421052631579,10mh0wj,ProstateCancer,2023-01-27T20:41:30Z
2,115,0.2631578947368421,10mh0wj,ProstateCancer,2023-01-27T20:41:30Z
1,116,0.7333333333333333,10mnvl5,ProstateCancer,2023-01-28T02:40:50Z
2,116,0.26666666666666666,10mnvl5,ProstateCancer,2023-01-28T02:40:50Z
1,117,0.6666666666666666,10mnzl1,ProstateCancer,2023-01-28T02:45:21Z
2,117,0.3333333333333333,10mnzl1,ProstateCancer,2023-01-28T02:45:21Z
1,118,0.6363636363636364,10mu6ev,ProstateCancer,2023-01-28T06:49:48Z
2,118,0.3636363636363637,10mu6ev,ProstateCancer,2023-01-28T06:49:48Z
1,119,0.8253968253968254,10n1gwa,ProstateCancer,2023-01-28T11:48:22Z
2,119,0.1746031746031746,10n1gwa,ProstateCancer,2023-01-28T11:48:22Z
1,120,0.3928571428571429,10n4wsb,ProstateCancer,2023-01-28T14:28:41Z
2,120,0.6071428571428571,10n4wsb,ProstateCancer,2023-01-28T14:28:41Z
1,121,0.47183098591549294,10ni7ux,ProstateCancer,2023-01-29T02:53:24Z
2,121,0.528169014084507,10ni7ux,ProstateCancer,2023-01-29T02:53:24Z
1,122,0.8571428571428571,10nklgr,ProstateCancer,2023-01-29T04:35:32Z
2,122,0.14285714285714285,10nklgr,ProstateCancer,2023-01-29T04:35:32Z
1,123,0.8,10nmzth,ProstateCancer,2023-01-29T06:16:41Z
2,123,0.2,10nmzth,ProstateCancer,2023-01-29T06:16:41Z
1,124,0.6538461538461539,10nom8s,ProstateCancer,2023-01-29T07:26:20Z
2,124,0.34615384615384615,10nom8s,ProstateCancer,2023-01-29T07:26:20Z
1,125,0.38372093023255816,10nowqp,ProstateCancer,2023-01-29T07:38:49Z
2,125,0.6162790697674418,10nowqp,ProstateCancer,2023-01-29T07:38:49Z
1,126,0.32231404958677684,10nu3dm,ProstateCancer,2023-01-29T11:25:07Z
2,126,0.6776859504132231,10nu3dm,ProstateCancer,2023-01-29T11:25:07Z
1,127,0.5362318840579711,10ob7rn,ProstateCancer,2023-01-30T03:09:45Z
2,127,0.463768115942029,10ob7rn,ProstateCancer,2023-01-30T03:09:45Z
1,128,0.8,10oqxzy,ProstateCancer,2023-01-30T14:04:10Z
2,128,0.2,10oqxzy,ProstateCancer,2023-01-30T14:04:10Z
1,129,0.26666666666666666,10ove7m,ProstateCancer,2023-01-30T17:58:29Z
2,129,0.7333333333333333,10ove7m,ProstateCancer,2023-01-30T17:58:29Z
1,130,0.5510204081632653,10p53jg,ProstateCancer,2023-01-31T02:09:09Z
2,130,0.4489795918367347,10p53jg,ProstateCancer,2023-01-31T02:09:09Z
1,131,0.4430379746835443,10pezli,ProstateCancer,2023-01-31T08:43:08Z
2,131,0.5569620253164557,10pezli,ProstateCancer,2023-01-31T08:43:08Z
1,132,0.68,10pj37x,ProstateCancer,2023-01-31T11:31:02Z
2,132,0.32,10pj37x,ProstateCancer,2023-01-31T11:31:02Z
1,133,0.5932203389830508,10q1y5c,ProstateCancer,2023-02-01T02:30:14Z
2,133,0.4067796610169492,10q1y5c,ProstateCancer,2023-02-01T02:30:14Z
1,134,0.42857142857142855,10q4coa,ProstateCancer,2023-02-01T04:05:10Z
2,134,0.5714285714285714,10q4coa,ProstateCancer,2023-02-01T04:05:10Z
1,135,0.9090909090909092,10q89gd,ProstateCancer,2023-02-01T06:37:44Z
2,135,0.09090909090909093,10q89gd,ProstateCancer,2023-02-01T06:37:44Z
1,136,0.7777777777777778,10q8e7a,ProstateCancer,2023-02-01T06:43:04Z
2,136,0.2222222222222222,10q8e7a,ProstateCancer,2023-02-01T06:43:04Z
1,137,0.7142857142857143,10qdr1x,ProstateCancer,2023-02-01T10:18:01Z
2,137,0.2857142857142857,10qdr1x,ProstateCancer,2023-02-01T10:18:01Z
1,138,0.4583333333333333,10qfuhv,ProstateCancer,2023-02-01T11:48:40Z
2,138,0.5416666666666666,10qfuhv,ProstateCancer,2023-02-01T11:48:40Z
1,139,0.5178571428571429,10qie1e,ProstateCancer,2023-02-01T13:44:15Z
2,139,0.4821428571428571,10qie1e,ProstateCancer,2023-02-01T13:44:15Z
1,140,0.7058823529411765,10qrikm,ProstateCancer,2023-02-01T22:29:47Z
2,140,0.29411764705882354,10qrikm,ProstateCancer,2023-02-01T22:29:47Z
1,141,0.41379310344827586,10quqp9,ProstateCancer,2023-02-02T00:29:22Z
2,141,0.5862068965517241,10quqp9,ProstateCancer,2023-02-02T00:29:22Z
1,142,0.5544554455445545,10r169u,ProstateCancer,2023-02-02T04:57:10Z
2,142,0.4455445544554455,10r169u,ProstateCancer,2023-02-02T04:57:10Z
1,143,0.8888888888888888,10r1qwi,ProstateCancer,2023-02-02T05:18:20Z
2,143,0.1111111111111111,10r1qwi,ProstateCancer,2023-02-02T05:18:20Z
1,144,0.8,10r7zg1,ProstateCancer,2023-02-02T09:15:43Z
2,144,0.2,10r7zg1,ProstateCancer,2023-02-02T09:15:43Z
1,145,0.48148148148148145,10raqk7,ProstateCancer,2023-02-02T11:05:57Z
2,145,0.5185185185185185,10raqk7,ProstateCancer,2023-02-02T11:05:57Z
1,146,0.7291666666666666,10rlqdi,ProstateCancer,2023-02-02T20:22:30Z
2,146,0.2708333333333333,10rlqdi,ProstateCancer,2023-02-02T20:22:30Z
1,147,0.7291666666666666,10rvkqk,ProstateCancer,2023-02-03T04:33:28Z
2,147,0.2708333333333333,10rvkqk,ProstateCancer,2023-02-03T04:33:28Z
1,148,0.8070175438596491,10s0389,ProstateCancer,2023-02-03T07:34:33Z
2,148,0.19298245614035087,10s0389,ProstateCancer,2023-02-03T07:34:33Z
1,149,0.6666666666666666,10sbsa2,ProstateCancer,2023-02-03T16:05:42Z
2,149,0.3333333333333333,10sbsa2,ProstateCancer,2023-02-03T16:05:42Z
1,150,0.631578947368421,10so82f,ProstateCancer,2023-02-04T03:18:14Z
2,150,0.3684210526315789,10so82f,ProstateCancer,2023-02-04T03:18:14Z
1,151,0.6666666666666666,10spx40,ProstateCancer,2023-02-04T04:27:38Z
2,151,0.3333333333333333,10spx40,ProstateCancer,2023-02-04T04:27:38Z
1,152,0.4482758620689655,10sslyz,ProstateCancer,2023-02-04T06:18:02Z
2,152,0.5517241379310345,10sslyz,ProstateCancer,2023-02-04T06:18:02Z
1,153,0.5217391304347826,10svp8i,ProstateCancer,2023-02-04T08:23:30Z
2,153,0.4782608695652174,10svp8i,ProstateCancer,2023-02-04T08:23:30Z
1,154,0.6986301369863014,10ub98i,ProstateCancer,2023-02-05T23:24:12Z
2,154,0.3013698630136986,10ub98i,ProstateCancer,2023-02-05T23:24:12Z
1,155,0.75,10ud1yf,ProstateCancer,2023-02-06T00:57:33Z
2,155,0.25,10ud1yf,ProstateCancer,2023-02-06T00:57:33Z
1,156,0.6521739130434783,10urj52,ProstateCancer,2023-02-06T10:50:17Z
2,156,0.34782608695652173,10urj52,ProstateCancer,2023-02-06T10:50:17Z
1,157,0.4444444444444444,10uwc1i,ProstateCancer,2023-02-06T14:26:27Z
2,157,0.5555555555555556,10uwc1i,ProstateCancer,2023-02-06T14:26:27Z
1,158,0.9393939393939394,10v9cv1,ProstateCancer,2023-02-07T02:27:42Z
2,158,0.06060606060606061,10v9cv1,ProstateCancer,2023-02-07T02:27:42Z
1,159,0.5263157894736842,10vh4ao,ProstateCancer,2023-02-07T07:25:49Z
2,159,0.47368421052631576,10vh4ao,ProstateCancer,2023-02-07T07:25:49Z
1,160,0.5555555555555556,10vhbc6,ProstateCancer,2023-02-07T07:33:07Z
2,160,0.4444444444444444,10vhbc6,ProstateCancer,2023-02-07T07:33:07Z
1,161,0.6363636363636364,10vlgnj,ProstateCancer,2023-02-07T10:15:59Z
2,161,0.3636363636363637,10vlgnj,ProstateCancer,2023-02-07T10:15:59Z
1,162,0.8,10vwnme,ProstateCancer,2023-02-07T19:18:49Z
2,162,0.2,10vwnme,ProstateCancer,2023-02-07T19:18:49Z
1,163,0.7313432835820896,10w94um,ProstateCancer,2023-02-08T05:27:59Z
2,163,0.26865671641791045,10w94um,ProstateCancer,2023-02-08T05:27:59Z
1,164,0.6428571428571429,10wa05y,ProstateCancer,2023-02-08T06:02:05Z
2,164,0.35714285714285715,10wa05y,ProstateCancer,2023-02-08T06:02:05Z
1,165,0.75,10wo4b7,ProstateCancer,2023-02-08T16:12:59Z
2,165,0.25,10wo4b7,ProstateCancer,2023-02-08T16:12:59Z
1,166,0.7346938775510204,10wque6,ProstateCancer,2023-02-08T18:49:10Z
2,166,0.2653061224489796,10wque6,ProstateCancer,2023-02-08T18:49:10Z
1,167,0.8181818181818182,10x2cxx,ProstateCancer,2023-02-09T03:01:48Z
2,167,0.18181818181818185,10x2cxx,ProstateCancer,2023-02-09T03:01:48Z
1,168,1,10xaody,ProstateCancer,2023-02-09T08:02:35Z
2,168,0,10xaody,ProstateCancer,2023-02-09T08:02:35Z
1,169,0.8571428571428571,10xvesg,ProstateCancer,2023-02-10T00:59:20Z
